Archivo,IdentificacionSeriesTemporales,TerminoCosteHorario,TipoPrecio,UnidadPrecio,Pos,Ctd
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,1,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,2,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,3,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,4,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,5,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,6,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,7,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,8,0
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,9,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,10,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,11,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,12,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,13,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,14,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,15,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,16,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,17,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,18,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,19,0.00014
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,20,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,21,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,22,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,23,0.000844
pvpcdesglosehorario_20250203.xml,IST1,CAPh,Z24,EUR:KWH,24,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,1,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,2,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,3,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,4,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,5,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,6,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,7,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,8,0
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,9,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,10,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,11,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,12,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,13,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,14,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,15,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,16,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,17,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,18,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,19,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,20,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,21,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,22,0.000844
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,23,0.00014
pvpcdesglosehorario_20250203.xml,IST2,CAPh,Z14,EUR:KWH,24,0.00014
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,1,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,2,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,3,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,4,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,5,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,6,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,7,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,8,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,9,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,10,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,11,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,12,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,13,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,14,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,15,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,16,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,17,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,18,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,19,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,20,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,21,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,22,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,23,0.00004096
pvpcdesglosehorario_20250203.xml,IST3,CCOMh,,EUR:KWH,24,0.00004096
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,1,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,2,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,3,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,4,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,5,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,6,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,7,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,8,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,9,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,10,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,11,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,12,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,13,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,14,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,15,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,16,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,17,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,18,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,19,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,20,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,21,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,22,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,23,0.00016853
pvpcdesglosehorario_20250203.xml,IST4,CCOSh,,EUR:KWH,24,0.00016853
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,1,0.003299453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,2,0.003110453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,3,0.003117453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,4,0.003141453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,5,0.003135453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,6,0.003180453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,7,0.003127453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,8,0.003644453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,9,0.003936453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,10,0.003753453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,11,0.003116453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,12,0.003017453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,13,0.003020453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,14,0.002990453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,15,0.002995453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,16,0.003152453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,17,0.003278453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,18,0.003575453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,19,0.004444453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,20,0.004449453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,21,0.004862453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,22,0.004221453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,23,0.003679453
pvpcdesglosehorario_20250203.xml,IST5,CCVh,Z24,EUR:KWH,24,0.003448453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,1,0.003299453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,2,0.003110453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,3,0.003117453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,4,0.003141453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,5,0.003135453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,6,0.003180453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,7,0.003127453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,8,0.003644453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,9,0.003936453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,10,0.003753453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,11,0.003127453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,12,0.003017453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,13,0.003020453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,14,0.002990453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,15,0.002984453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,16,0.003152453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,17,0.003278453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,18,0.003575453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,19,0.004455453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,20,0.004449453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,21,0.004862453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,22,0.004221453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,23,0.003668453
pvpcdesglosehorario_20250203.xml,IST6,CCVh,Z14,EUR:KWH,24,0.003448453
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,1,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,2,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,3,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,4,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,5,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,6,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,7,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,8,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,9,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,10,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,11,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,12,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,13,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,14,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,15,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,16,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,17,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,18,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,19,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,20,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,21,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,22,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,23,0.00085
pvpcdesglosehorario_20250203.xml,IST7,CDSVh,,EUR:KWH,24,0.00085
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,1,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,2,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,3,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,4,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,5,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,6,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,7,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,8,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,9,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,10,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,11,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,12,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,13,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,14,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,15,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,16,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,17,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,18,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,19,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,20,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,21,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,22,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,23,0
pvpcdesglosehorario_20250203.xml,IST8,EDSRh,,EUR:KWH,24,0
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,1,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,2,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,3,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,4,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,5,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,6,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,7,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,8,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,9,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,10,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,11,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,12,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,13,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,14,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,15,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,16,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,17,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,18,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,19,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,20,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,21,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,22,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,23,0.000770671276
pvpcdesglosehorario_20250203.xml,IST9,FCh,,EUR:KWH,24,0.000770671276
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,1,0.150936291487
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,2,0.135981659951
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,3,0.137554575646
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,4,0.139607746057
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,5,0.138919513236
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,6,0.14165764454
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,7,0.133918916812
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,8,0.17265170919
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,9,0.219180021673
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,10,0.203743748799
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,11,0.153535984746
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,12,0.210463523978
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,13,0.210510342157
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,14,0.208176342157
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,15,0.208754445978
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,16,0.157197080031
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,17,0.167515297673
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,18,0.190595322852
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,19,0.260091962726
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,20,0.326967062243
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,21,0.360701009885
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,22,0.31115133558
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,23,0.268869227276
pvpcdesglosehorario_20250203.xml,IST10,FEU,Z24,EUR:KWH,24,0.186434554329
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,1,0.150936291487
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,2,0.135981659951
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,3,0.137554575646
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,4,0.139607746057
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,5,0.138919513236
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,6,0.14165764454
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,7,0.133918916812
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,8,0.17265170919
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,9,0.219180021673
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,10,0.203743748799
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,11,0.219140500389
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,12,0.210463523978
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,13,0.210510342157
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,14,0.208176342157
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,15,0.143185813336
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,16,0.157197080031
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,17,0.167515297673
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,18,0.190595322852
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,19,0.326259479779
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,20,0.326967062243
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,21,0.360701009885
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,22,0.31115133558
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,23,0.202940320223
pvpcdesglosehorario_20250203.xml,IST11,FEU,Z14,EUR:KWH,24,0.186434554329
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,1,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,2,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,3,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,4,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,5,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,6,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,7,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,8,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,9,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,10,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,11,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,12,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,13,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,14,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,15,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,16,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,17,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,18,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,19,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,20,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,21,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,22,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,23,0.0747744
pvpcdesglosehorario_20250203.xml,IST12,Fth,,EUR:KWH,24,0.0747744
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,1,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,2,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,3,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,4,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,5,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,6,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,7,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,8,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,9,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,10,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,11,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,12,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,13,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,14,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,15,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,16,0
pvpcdesglosehorario_20250203.xml,IST13,INTh,,EUR:KWH,17,0
