Archivo,IdentificacionSeriesTemporales,TerminoCosteHorario,TipoPrecio,UnidadPrecio,Pos,Ctd,Fecha
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,14,0.097756118058,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,15,0.092757622029,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,16,0.096479523657,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,17,0.123922953943,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,18,0.1556315686,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,19,0.192628461885,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,20,0.220147309827,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,21,0.270601039769,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,22,0.186224076398,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,23,0.170361853683,02/06/2025
pvpcdesglosehorario_20250206.xml,IST25,TCUh,Z24,EUR:KWH,24,0.164418590968,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,1,0.156199335538,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,2,0.155953730795,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,3,0.15459827808,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,4,0.150115214737,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,5,0.149382845423,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,6,0.154749818824,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,7,0.167303351654,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,8,0.205344239199,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,9,0.241781240628,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,10,0.175384366343,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,11,0.131359008744,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,12,0.105328706401,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,13,0.101711208744,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,14,0.097756118058,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,15,0.091604586401,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,16,0.096479523657,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,17,0.123922953943,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,18,0.1556315686,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,19,0.194129662513,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,20,0.220147309827,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,21,0.270601039769,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,22,0.186224076398,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,23,0.168796170398,02/06/2025
pvpcdesglosehorario_20250206.xml,IST26,TCUh,Z14,EUR:KWH,24,0.164418590968,02/06/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,1,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,2,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,3,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,4,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,5,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,6,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,7,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,8,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,9,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,10,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,11,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,12,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,13,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,14,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,15,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,16,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,17,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,18,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,19,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,20,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,21,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,22,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,23,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST1,CAPh,Z24,EUR:KWH,24,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,1,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,2,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,3,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,4,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,5,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,6,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,7,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,8,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,9,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,10,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,11,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,12,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,13,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,14,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,15,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,16,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,17,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,18,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,19,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,20,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,21,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,22,0.000844,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,23,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST2,CAPh,Z14,EUR:KWH,24,0.00014,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,1,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,2,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,3,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,4,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,5,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,6,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,7,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,8,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,9,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,10,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,11,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,12,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,13,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,14,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,15,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,16,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,17,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,18,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,19,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,20,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,21,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,22,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,23,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST3,CCOMh,,EUR:KWH,24,4.096e-05,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,1,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,2,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,3,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,4,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,5,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,6,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,7,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,8,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,9,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,10,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,11,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,12,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,13,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,14,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,15,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,16,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,17,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,18,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,19,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,20,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,21,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,22,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,23,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST4,CCOSh,,EUR:KWH,24,0.00016853,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,1,0.003363453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,2,0.003260453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,3,0.003272453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,4,0.003217453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,5,0.003182453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,6,0.003220453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,7,0.003292453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,8,0.003914453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,9,0.004255453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,10,0.003788453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,11,0.003138453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,12,0.002806453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,13,0.002628453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,14,0.002710453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,15,0.002497453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,16,0.002462453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,17,0.002770453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,18,0.003148453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,19,0.003693453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,20,0.004393453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,21,0.004135453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,22,0.003830453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,23,0.003762453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST5,CCVh,Z24,EUR:KWH,24,0.003604453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,1,0.003363453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,2,0.003260453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,3,0.003272453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,4,0.003217453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,5,0.003182453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,6,0.003220453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,7,0.003292453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,8,0.003914453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,9,0.004255453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,10,0.003788453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,11,0.003148453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,12,0.002806453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,13,0.002628453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,14,0.002710453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,15,0.002487453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,16,0.002462453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,17,0.002770453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,18,0.003148453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,19,0.003704453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,20,0.004393453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,21,0.004135453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,22,0.003830453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,23,0.003752453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST6,CCVh,Z14,EUR:KWH,24,0.003604453,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,1,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,2,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,3,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,4,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,5,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,6,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,7,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,8,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,9,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,10,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,11,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,12,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,13,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,14,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,15,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,16,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,17,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,18,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,19,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,20,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,21,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,22,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,23,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST7,CDSVh,,EUR:KWH,24,0.00085,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,1,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,2,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,3,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,4,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,5,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,6,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,7,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,8,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,9,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,10,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,11,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,12,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,13,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,14,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,15,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,16,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,17,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,18,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,19,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,20,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,21,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,22,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,23,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST8,EDSRh,,EUR:KWH,24,0.0,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,1,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,2,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,3,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,4,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,5,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,6,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,7,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,8,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,9,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,10,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,11,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,12,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,13,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,14,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,15,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,16,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,17,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,18,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,19,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,20,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,21,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,22,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,23,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST9,FCh,,EUR:KWH,24,0.000846552474,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,1,0.154579973293,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,2,0.147566820443,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,3,0.149252070518,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,4,0.144487815493,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,5,0.14189308553,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,6,0.144244670443,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,7,0.14770888518,02/12/2025
pvpcdesglosehorario_20250212.xml,IST10,FEU,Z24,EUR:KWH,8,0.19419964488,02/12/2025
