Fecha,TerminoCosteHorario,TipoPrecio,Hour,Ctd,datetime
2020-01-05,FEU,Z01,8,0.09540263678,2020-01-05 08:00:00
2020-01-05,FEU,Z02,8,0.04640891702,2020-01-05 08:00:00
2020-01-05,FEU,Z03,8,0.04997883464,2020-01-05 08:00:00
2020-01-05,FEU,Z01,9,0.09518748728,2020-01-05 09:00:00
2020-01-05,FEU,Z02,9,0.04651310538,2020-01-05 09:00:00
2020-01-05,FEU,Z03,9,0.04985816014,2020-01-05 09:00:00
2020-01-06,FEU,Z01,1,0.11497829492,2020-01-06 01:00:00
2020-01-06,FEU,Z02,1,0.06513400012,2020-01-06 01:00:00
2020-01-06,FEU,Z03,1,0.06969053778,2020-01-06 01:00:00
2020-01-06,FEU,Z01,10,0.10651147774,2020-01-06 10:00:00
2020-01-06,FEU,Z02,10,0.0582894775,2020-01-06 10:00:00
2020-01-06,FEU,Z03,10,0.06143081664,2020-01-06 10:00:00
2020-01-06,FEU,Z01,11,0.10539023182,2020-01-06 11:00:00
2020-01-06,FEU,Z02,11,0.05726254156,2020-01-06 11:00:00
2020-01-06,FEU,Z03,11,0.06032004872,2020-01-06 11:00:00
2020-01-06,FEU,Z01,12,0.1036184968,2020-01-06 12:00:00
2020-01-06,FEU,Z02,12,0.05549651356,2020-01-06 12:00:00
2020-01-06,FEU,Z03,12,0.05848907672,2020-01-06 12:00:00
2020-01-06,FEU,Z01,13,0.10195529696,2020-01-06 13:00:00
2020-01-06,FEU,Z02,13,0.12055888478,2020-01-06 13:00:00
